"Variable_Name","DX_CODE","DX_DESC","matched_terms_llm_nocontext"
"HCST","I70491","OTHER ATHEROSCLEROSIS OF AUTOLOGOUS VEIN BYPASS GRAFT(S) OF THE EXTREMITIES, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70492","OTHER ATHEROSCLEROSIS OF AUTOLOGOUS VEIN BYPASS GRAFT(S) OF THE EXTREMITIES, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70493","OTHER ATHEROSCLEROSIS OF AUTOLOGOUS VEIN BYPASS GRAFT(S) OF THE EXTREMITIES, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70498","OTHER ATHEROSCLEROSIS OF AUTOLOGOUS VEIN BYPASS GRAFT(S) OF THE EXTREMITIES, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70499","OTHER ATHEROSCLEROSIS OF AUTOLOGOUS VEIN BYPASS GRAFT(S) OF THE EXTREMITIES, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70501","UNSPECIFIED ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70502","UNSPECIFIED ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70503","UNSPECIFIED ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70508","UNSPECIFIED ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70509","UNSPECIFIED ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70511","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70512","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70513","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70518","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70519","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70521","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70522","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70523","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70528","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70529","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70531","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF THIGH","ATHEROSCLEROSIS"
"HCST","I70532","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF CALF","ATHEROSCLEROSIS"
"HCST","I70533","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF ANKLE","ATHEROSCLEROSIS"
"HCST","I70534","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF HEEL AND MIDFOOT","ATHEROSCLEROSIS"
"HCST","I70535","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF OTHER PART OF FOOT","ATHEROSCLEROSIS"
"HCST","I70538","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF OTHER PART OF LOWER LEG","ATHEROSCLEROSIS"
"HCST","I70539","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF UNSPECIFIED SITE","ATHEROSCLEROSIS"
"HCST","I70541","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF THIGH","ATHEROSCLEROSIS"
"HCST","I70542","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF CALF","ATHEROSCLEROSIS"
"HCST","I70543","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF ANKLE","ATHEROSCLEROSIS"
"HCST","I70544","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF HEEL AND MIDFOOT","ATHEROSCLEROSIS"
"HCST","I70545","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF OTHER PART OF FOOT","ATHEROSCLEROSIS"
"HCST","I70548","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF OTHER PART OF LOWER LEG","ATHEROSCLEROSIS"
"HCST","I70549","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF UNSPECIFIED SITE","ATHEROSCLEROSIS"
"HCST","I7055","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF OTHER EXTREMITY WITH ULCERATION","ATHEROSCLEROSIS"
"HCST","I70561","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70562","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70563","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70568","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70569","ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70591","OTHER ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70592","OTHER ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70593","OTHER ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70598","OTHER ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70599","OTHER ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70601","UNSPECIFIED ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70602","UNSPECIFIED ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70603","UNSPECIFIED ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70608","UNSPECIFIED ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70609","UNSPECIFIED ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70611","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70612","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70613","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70618","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70619","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70621","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70622","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70623","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70628","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70629","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70631","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF THIGH","ATHEROSCLEROSIS"
"HCST","I70632","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF CALF","ATHEROSCLEROSIS"
"HCST","I70633","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF ANKLE","ATHEROSCLEROSIS"
"HCST","I70634","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF HEEL AND MIDFOOT","ATHEROSCLEROSIS"
"HCST","I70635","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF OTHER PART OF FOOT","ATHEROSCLEROSIS"
"HCST","I70638","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF OTHER PART OF LOWER LEG","ATHEROSCLEROSIS"
"HCST","I70639","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF UNSPECIFIED SITE","ATHEROSCLEROSIS"
"HCST","I70641","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF THIGH","ATHEROSCLEROSIS"
"HCST","I70642","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF CALF","ATHEROSCLEROSIS"
"HCST","I70643","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF ANKLE","ATHEROSCLEROSIS"
"HCST","I70644","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF HEEL AND MIDFOOT","ATHEROSCLEROSIS"
"HCST","I70645","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF OTHER PART OF FOOT","ATHEROSCLEROSIS"
"HCST","I70648","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF OTHER PART OF LOWER LEG","ATHEROSCLEROSIS"
"HCST","I70649","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF UNSPECIFIED SITE","ATHEROSCLEROSIS"
"HCST","I7065","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF OTHER EXTREMITY WITH ULCERATION","ATHEROSCLEROSIS"
"HCST","I70661","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70662","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70663","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70668","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70669","ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70691","OTHER ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70692","OTHER ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70693","OTHER ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70698","OTHER ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70699","OTHER ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70701","UNSPECIFIED ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70702","UNSPECIFIED ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70703","UNSPECIFIED ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70708","UNSPECIFIED ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70709","UNSPECIFIED ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70711","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70712","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70713","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70718","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70719","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70721","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70722","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70723","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70728","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70729","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70731","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF THIGH","ATHEROSCLEROSIS"
"HCST","I70732","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF CALF","ATHEROSCLEROSIS"
"HCST","I70733","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF ANKLE","ATHEROSCLEROSIS"
"HCST","I70734","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF HEEL AND MIDFOOT","ATHEROSCLEROSIS"
"HCST","I70735","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF OTHER PART OF FOOT","ATHEROSCLEROSIS"
"HCST","I70738","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF OTHER PART OF LOWER LEG","ATHEROSCLEROSIS"
"HCST","I70739","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE RIGHT LEG WITH ULCERATION OF UNSPECIFIED SITE","ATHEROSCLEROSIS"
"HCST","I70741","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF THIGH","ATHEROSCLEROSIS"
"HCST","I70742","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF CALF","ATHEROSCLEROSIS"
"HCST","I70743","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF ANKLE","ATHEROSCLEROSIS"
"HCST","I70744","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF HEEL AND MIDFOOT","ATHEROSCLEROSIS"
"HCST","I70745","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF OTHER PART OF FOOT","ATHEROSCLEROSIS"
"HCST","I70748","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF OTHER PART OF LOWER LEG","ATHEROSCLEROSIS"
"HCST","I70749","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF UNSPECIFIED SITE","ATHEROSCLEROSIS"
"HCST","I7075","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF OTHER EXTREMITY WITH ULCERATION","ATHEROSCLEROSIS"
"HCST","I70761","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70762","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70763","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70768","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70769","ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES WITH GANGRENE, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70791","OTHER ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES, RIGHT LEG","ATHEROSCLEROSIS"
"HCST","I70792","OTHER ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES, LEFT LEG","ATHEROSCLEROSIS"
"HCST","I70793","OTHER ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES, BILATERAL LEGS","ATHEROSCLEROSIS"
"HCST","I70798","OTHER ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES, OTHER EXTREMITY","ATHEROSCLEROSIS"
"HCST","I70799","OTHER ATHEROSCLEROSIS OF OTHER TYPE OF BYPASS GRAFT(S) OF THE EXTREMITIES, UNSPECIFIED EXTREMITY","ATHEROSCLEROSIS"
"HCST","I708","ATHEROSCLEROSIS OF OTHER ARTERIES","ATHEROSCLEROSIS"
"HCST","I7090","UNSPECIFIED ATHEROSCLEROSIS","ATHEROSCLEROSIS"
"HCST","I7091","GENERALIZED ATHEROSCLEROSIS","ATHEROSCLEROSIS"
"HCST","I7389","OTHER SPECIFIED PERIPHERAL VASCULAR DISEASES","VASCULAR.*DISEASE; PERIPHERAL.*VASCULAR.*DISEASE"
"HCST","I739","PERIPHERAL VASCULAR DISEASE, UNSPECIFIED","VASCULAR.*DISEASE; PERIPHERAL.*VASCULAR.*DISEASE"
"HCST","I7409","OTHER ARTERIAL EMBOLISM AND THROMBOSIS OF ABDOMINAL AORTA","THROMBOSIS"
"HCST","I7410","EMBOLISM AND THROMBOSIS OF UNSPECIFIED PARTS OF AORTA","THROMBOSIS"
"HCST","I7411","EMBOLISM AND THROMBOSIS OF THORACIC AORTA","THROMBOSIS"
"HCST","I7419","EMBOLISM AND THROMBOSIS OF OTHER PARTS OF AORTA","THROMBOSIS"
"HCST","I742","EMBOLISM AND THROMBOSIS OF ARTERIES OF THE UPPER EXTREMITIES","THROMBOSIS"
"HCST","I743","EMBOLISM AND THROMBOSIS OF ARTERIES OF THE LOWER EXTREMITIES","THROMBOSIS"
"HCST","I744","EMBOLISM AND THROMBOSIS OF ARTERIES OF EXTREMITIES, UNSPECIFIED","THROMBOSIS"
"HCST","I745","EMBOLISM AND THROMBOSIS OF ILIAC ARTERY","THROMBOSIS"
"HCST","I748","EMBOLISM AND THROMBOSIS OF OTHER ARTERIES","THROMBOSIS"
"HCST","I749","EMBOLISM AND THROMBOSIS OF UNSPECIFIED ARTERY","THROMBOSIS"
"HCST","I81","PORTAL VEIN THROMBOSIS","THROMBOSIS"
"HCST","I82210","ACUTE EMBOLISM AND THROMBOSIS OF SUPERIOR VENA CAVA","THROMBOSIS"
"HCST","I82211","CHRONIC EMBOLISM AND THROMBOSIS OF SUPERIOR VENA CAVA","THROMBOSIS"
"HCST","I82220","ACUTE EMBOLISM AND THROMBOSIS OF INFERIOR VENA CAVA","THROMBOSIS"
"HCST","I82221","CHRONIC EMBOLISM AND THROMBOSIS OF INFERIOR VENA CAVA","THROMBOSIS"
"HCST","I82290","ACUTE EMBOLISM AND THROMBOSIS OF OTHER THORACIC VEINS","THROMBOSIS"
"HCST","I82291","CHRONIC EMBOLISM AND THROMBOSIS OF OTHER THORACIC VEINS","THROMBOSIS"
"HCST","I823","EMBOLISM AND THROMBOSIS OF RENAL VEIN","THROMBOSIS"
"HCST","I82401","ACUTE EMBOLISM AND THROMBOSIS OF UNSPECIFIED DEEP VEINS OF RIGHT LOWER EXTREMITY","THROMBOSIS"
"HCST","I82402","ACUTE EMBOLISM AND THROMBOSIS OF UNSPECIFIED DEEP VEINS OF LEFT LOWER EXTREMITY","THROMBOSIS"
"HCST","I82403","ACUTE EMBOLISM AND THROMBOSIS OF UNSPECIFIED DEEP VEINS OF LOWER EXTREMITY, BILATERAL","THROMBOSIS"
